ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
202963_at	8.11e-06	8.70e-08	6.418747	7.82073	0.9976682	RFX5	regulatory factor X5
210707_x_at	8.19e-06	8.85e-08	6.413738	7.804402	0.7262158	DTX2P1-UPK3BP1-PMS2P11	DTX2P1-UPK3BP1-PMS2P11 readthrough, transcribed pseudogene
200859_x_at	8.19e-06	8.86e-08	-6.413311	7.803011	-1.126056	FLNA	filamin A
215392_at	8.25e-06	8.96e-08	-6.410025	7.7923	-2.6747303		
209550_at	8.26e-06	9.03e-08	6.407743	7.78486	2.3130408	NDN	necdin, MAGE family member
205565_s_at	8.26e-06	9.04e-08	6.407328	7.783509	0.9904125	FXN	frataxin
214596_at	8.31e-06	9.14e-08	6.404094	7.772967	1.5600407	CHRM3	cholinergic receptor muscarinic 3
221699_s_at	8.33e-06	9.21e-08	6.401862	7.765692	0.7642821	DDX50	DEAD-box helicase 50
208767_s_at	8.33e-06	9.23e-08	6.401009	7.76291	3.5230723	LAPTM4B	lysosomal protein transmembrane 4 beta
204663_at	8.45e-06	9.41e-08	6.395423	7.744702	1.9205042	ME3	malic enzyme 3
202184_s_at	8.56e-06	9.57e-08	6.390385	7.728281	1.4968755	NUP133	nucleoporin 133
209524_at	8.70e-06	9.76e-08	6.384404	7.708786	2.5657235	HDGFRP3	hepatoma-derived growth factor, related protein 3
91703_at	8.95e-06	1.01e-07	-6.374954	7.67798	-1.1967259	EHBP1L1	EH domain binding protein 1 like 1
213322_at	9.11e-06	1.03e-07	6.36859	7.657237	1.0602001	OARD1	O-acyl-ADP-ribose deacylase 1
204053_x_at	9.22e-06	1.05e-07	-6.363265	7.63988	-0.6466617	PTEN	phosphatase and tensin homolog
201969_at	9.22e-06	1.05e-07	6.362565	7.637597	1.2390492	NASP	nuclear autoantigenic sperm protein
46167_at	9.23e-06	1.06e-07	6.360966	7.632387	1.0262261	MROH7-TTC4///TTC4	MROH7-TTC4 readthrough (NMD candidate)///tetratricopeptide repeat domain 4
203575_at	9.27e-06	1.07e-07	6.358488	7.624308	1.4399119	CSNK2A2	casein kinase 2 alpha 2
209190_s_at	9.32e-06	1.08e-07	-6.355633	7.615002	-0.9822185	DIAPH1	diaphanous related formin 1
213915_at	9.32e-06	1.08e-07	-6.354697	7.61195	-2.1082338	NKG7	natural killer cell granule protein 7
205379_at	9.32e-06	1.09e-07	6.353032	7.606524	1.3469684	CBR3	carbonyl reductase 3
204981_at	9.32e-06	1.09e-07	-6.352518	7.604849	-1.4653533	SLC22A18	solute carrier family 22 member 18
221823_at	9.75e-06	1.14e-07	6.337834	7.556984	1.153118	C5orf30	chromosome 5 open reading frame 30
218402_s_at	1.04e-05	1.22e-07	6.318155	7.492842	1.1711196	HPS4	HPS4, biogenesis of lysosomal organelles complex 3 subunit 2
209166_s_at	1.04e-05	1.23e-07	-6.316049	7.485979	-1.1974585	MAN2B1	mannosidase alpha class 2B member 1
218762_at	1.04e-05	1.23e-07	6.316015	7.485866	0.828178	ZNF574	zinc finger protein 574
203185_at	1.10e-05	1.31e-07	-6.297679	7.426104	-1.4785372	RASSF2	Ras association domain family member 2
209723_at	1.11e-05	1.33e-07	6.293634	7.412919	2.7090626	SERPINB9	serpin family B member 9
207426_s_at	1.12e-05	1.34e-07	6.289534	7.399557	2.3345724	TNFSF4	tumor necrosis factor superfamily member 4
208445_s_at	1.14e-05	1.38e-07	6.282644	7.377102	1.3106544	BAZ1B	bromodomain adjacent to zinc finger domain 1B
212603_at	1.15e-05	1.39e-07	6.280227	7.369224	1.3283041	MRPS31	mitochondrial ribosomal protein S31
205909_at	1.16e-05	1.40e-07	6.276735	7.357842	1.9551769	POLE2	DNA polymerase epsilon 2, accessory subunit
222056_s_at	1.21e-05	1.47e-07	6.263089	7.31337	0.9532761	FAHD2A	fumarylacetoacetate hydrolase domain containing 2A
205769_at	1.22e-05	1.48e-07	6.259899	7.302975	2.3846305	SLC27A2	solute carrier family 27 member 2
204269_at	1.23e-05	1.52e-07	6.25335	7.28163	1.141162	PIM2	Pim-2 proto-oncogene, serine/threonine kinase
208029_s_at	1.23e-05	1.52e-07	6.253249	7.2813	4.0363614	LAPTM4B	lysosomal protein transmembrane 4 beta
211623_s_at	1.24e-05	1.53e-07	6.250286	7.271644	1.1431634	FBL	fibrillarin
201306_s_at	1.24e-05	1.54e-07	6.248673	7.26639	0.6799155	ANP32B	acidic nuclear phosphoprotein 32 family member B
212544_at	1.25e-05	1.56e-07	6.245057	7.254604	1.1501427	ZNHIT3	zinc finger HIT-type containing 3
208501_at	1.25e-05	1.56e-07	6.24458	7.253051	1.9628128	GFI1B	growth factor independent 1B transcriptional repressor
204699_s_at	1.27e-05	1.59e-07	6.239027	7.234955	0.9110751	DIEXF	digestive organ expansion factor homolog (zebrafish)
212277_at	1.31e-05	1.64e-07	6.229494	7.20389	0.9771758	MTMR4	myotubularin related protein 4
209289_at	1.32e-05	1.66e-07	6.226419	7.19387	0.8031164	NFIB	nuclear factor I B
218862_at	1.32e-05	1.67e-07	6.225062	7.189449	1.2160722	ASB13	ankyrin repeat and SOCS box containing 13
202450_s_at	1.32e-05	1.68e-07	-6.222623	7.1815	-0.9758381	CTSK	cathepsin K
212686_at	1.32e-05	1.68e-07	6.22249	7.181067	1.8797962	PPM1H	protein phosphatase, Mg2+/Mn2+ dependent 1H
78383_at	1.32e-05	1.69e-07	6.222031	7.179573	0.6181903	TOPORS-AS1	TOPORS antisense RNA 1
202910_s_at	1.32e-05	1.70e-07	-6.219999	7.172951	-1.7230441	ADGRE5	adhesion G protein-coupled receptor E5
212244_at	1.35e-05	1.74e-07	6.211873	7.146473	0.7825821	GCOM1///POLR2M	GRINL1A complex locus 1///RNA polymerase II subunit M
214672_at	1.35e-05	1.75e-07	6.210972	7.143538	0.9995525	TTLL5	tubulin tyrosine ligase like 5
207877_s_at	1.35e-05	1.75e-07	6.210794	7.142956	0.3298227	NVL	nuclear VCP-like
211115_x_at	1.35e-05	1.76e-07	6.209836	7.139837	0.9630631	GEMIN2	gem nuclear organelle associated protein 2
204294_at	1.38e-05	1.80e-07	6.202874	7.117152	1.3483934	AMT	aminomethyltransferase
211070_x_at	1.39e-05	1.82e-07	-6.199626	7.106568	-1.1011143	DBI	diazepam binding inhibitor, acyl-CoA binding protein
213513_x_at	1.43e-05	1.88e-07	-6.189247	7.072753	-0.8217226	ARPC2	actin related protein 2/3 complex subunit 2
217884_at	1.47e-05	1.94e-07	6.180603	7.044593	1.1223421	NAT10	N-acetyltransferase 10
216525_x_at	1.49e-05	1.98e-07	6.174671	7.025267	0.720412	PMS2P3	PMS1 homolog 2, mismatch repair system component pseudogene 3
201904_s_at	1.58e-05	2.10e-07	6.156878	6.967308	1.502963	CTDSPL	CTD small phosphatase like
218689_at	1.61e-05	2.15e-07	6.150054	6.945079	1.3879649	FANCF	Fanconi anemia complementation group F
219405_at	1.64e-05	2.19e-07	6.144554	6.927164	0.9434455	TRIM68	tripartite motif containing 68
209092_s_at	1.69e-05	2.27e-07	6.133415	6.890885	0.821678	GLOD4	glyoxalase domain containing 4
218449_at	1.71e-05	2.31e-07	6.128711	6.875566	0.7561345	UFSP2	UFM1 specific peptidase 2
204432_at	1.72e-05	2.32e-07	6.127375	6.871215	0.9115761	SOX12	SRY-box 12
203405_at	1.72e-05	2.33e-07	6.125645	6.86558	1.262673	PSMG1	proteasome assembly chaperone 1
208438_s_at	1.73e-05	2.35e-07	-6.123239	6.857746	-2.834575	FGR	FGR proto-oncogene, Src family tyrosine kinase
203194_s_at	1.79e-05	2.44e-07	6.112103	6.821482	1.0209774	NUP98	nucleoporin 98
207988_s_at	1.82e-05	2.49e-07	-6.106591	6.803532	-0.6875145	ARPC2	actin related protein 2/3 complex subunit 2
214511_x_at	1.82e-05	2.50e-07	-6.104602	6.797054	-2.8657904	FCGR1B	Fc fragment of IgG receptor Ib
206298_at	1.82e-05	2.51e-07	6.103293	6.792794	2.4575114	ARHGAP22	Rho GTPase activating protein 22
204691_x_at	1.86e-05	2.57e-07	6.097043	6.772443	0.5359533	PLA2G6	phospholipase A2 group VI
213241_at	1.86e-05	2.58e-07	6.095331	6.766869	2.4931535	PLXNC1	plexin C1
208018_s_at	1.87e-05	2.60e-07	-6.093839	6.762012	-2.5486899	HCK	HCK proto-oncogene, Src family tyrosine kinase
210371_s_at	1.87e-05	2.61e-07	6.092529	6.757746	1.0355761	RBBP4	RB binding protein 4, chromatin remodeling factor
218107_at	1.88e-05	2.63e-07	-6.090209	6.750192	-0.868541	WDR26	WD repeat domain 26
204513_s_at	1.88e-05	2.65e-07	6.087218	6.740455	1.4595001	ELMO1	engulfment and cell motility 1
201850_at	1.88e-05	2.65e-07	-6.087148	6.740225	-1.9980782	CAPG	capping actin protein, gelsolin like
217961_at	1.97e-05	2.79e-07	6.072202	6.69157	0.8595068	SLC25A38	solute carrier family 25 member 38
209409_at	1.97e-05	2.80e-07	6.070923	6.687405	3.0597593	GRB10	growth factor receptor bound protein 10
213746_s_at	1.97e-05	2.81e-07	-6.070482	6.685972	-1.2176931	FLNA	filamin A
201519_at	1.97e-05	2.82e-07	6.069545	6.682921	0.9046697	TOMM70	translocase of outer mitochondrial membrane 70
217492_s_at	1.99e-05	2.85e-07	-6.066011	6.671417	-0.6541128	PTENP1///PTEN	phosphatase and tensin homolog pseudogene 1///phosphatase and tensin homolog
207085_x_at	1.99e-05	2.85e-07	-6.06561	6.67011	-1.8194967	CSF2RA	colony stimulating factor 2 receptor alpha subunit
211582_x_at	2.00e-05	2.88e-07	-6.062419	6.659723	-1.6876474	LST1	leukocyte specific transcript 1
206233_at	2.02e-05	2.92e-07	6.058531	6.64707	1.9588948	B4GALT6	beta-1,4-galactosyltransferase 6
218735_s_at	2.04e-05	2.96e-07	6.055097	6.635892	1.3156947	ZNF544	zinc finger protein 544
204912_at	2.04e-05	2.97e-07	-6.053893	6.631973	-3.1707642	IL10RA	interleukin 10 receptor subunit alpha
202706_s_at	2.06e-05	3.00e-07	6.050281	6.620217	1.3075936	UMPS	uridine monophosphate synthetase
214526_x_at	2.09e-05	3.06e-07	6.044975	6.602949	0.8145127	PMS2P1	PMS1 homolog 2, mismatch repair system component pseudogene 1
210779_x_at	2.09e-05	3.06e-07	6.044715	6.602103	0.5984984	GEMIN2	gem nuclear organelle associated protein 2
221514_at	2.12e-05	3.12e-07	6.038677	6.582451	0.7103319	UTP14A	UTP14A small subunit processome component
213094_at	2.17e-05	3.20e-07	6.031073	6.557707	3.2523839	ADGRG6	adhesion G protein-coupled receptor G6
204788_s_at	2.18e-05	3.23e-07	6.028884	6.550584	0.9564863	PPOX	protoporphyrinogen oxidase
201403_s_at	2.18e-05	3.24e-07	-6.027539	6.546209	-0.710132	MGST3	microsomal glutathione S-transferase 3
200743_s_at	2.20e-05	3.27e-07	-6.024706	6.536989	-1.0544114	TPP1	tripeptidyl peptidase 1
213261_at	2.20e-05	3.28e-07	6.024072	6.534928	1.9533633	TRANK1	tetratricopeptide repeat and ankyrin repeat containing 1
218667_at	2.20e-05	3.30e-07	6.022712	6.5305	0.9409163	PJA1	praja ring finger ubiquitin ligase 1
208184_s_at	2.21e-05	3.32e-07	-6.020995	6.524916	-0.3746782	LOC102724200///TRAPPC10	trafficking protein particle complex subunit 10-like///trafficking protein particle complex 10
220471_s_at	2.31e-05	3.48e-07	6.006815	6.478781	0.9604127	MYCT1	myc target 1
205768_s_at	2.31e-05	3.49e-07	6.006008	6.476156	1.7586231	SLC27A2	solute carrier family 27 member 2
202060_at	2.34e-05	3.55e-07	6.000994	6.459845	1.2237464	CTR9	CTR9 homolog, Paf1/RNA polymerase II complex component
201752_s_at	2.36e-05	3.59e-07	-5.99719	6.447471	-1.1935979	ADD3	adducin 3
205214_at	2.38e-05	3.63e-07	-5.993662	6.435994	-3.0654531	STK17B	serine/threonine kinase 17b
217923_at	2.40e-05	3.68e-07	5.990041	6.424216	0.7441741	PEF1	penta-EF-hand domain containing 1
213918_s_at	2.47e-05	3.81e-07	-5.979827	6.390995	-0.9818392	NIPBL	NIPBL, cohesin loading factor
201462_at	2.47e-05	3.81e-07	5.979637	6.390378	2.7671723	SCRN1	secernin 1
215633_x_at	2.50e-05	3.87e-07	-5.975194	6.375929	-1.734849	LST1	leukocyte specific transcript 1
213891_s_at	2.52e-05	3.90e-07	5.972633	6.367601	2.4247159	TCF4	transcription factor 4
203087_s_at	2.52e-05	3.92e-07	5.971488	6.363876	1.4355482	KIF2A	kinesin family member 2A
201600_at	2.53e-05	3.93e-07	5.970088	6.359325	0.8412003	PHB2	prohibitin 2
209526_s_at	2.53e-05	3.95e-07	5.969212	6.356475	2.1836687	HDGFRP3	hepatoma-derived growth factor, related protein 3
200687_s_at	2.71e-05	4.24e-07	5.94767	6.286433	1.2223653	SF3B3	splicing factor 3b subunit 3
208021_s_at	2.71e-05	4.26e-07	5.946163	6.281535	1.0053427	RFC1	replication factor C subunit 1
201709_s_at	2.72e-05	4.28e-07	5.945027	6.277839	0.5956583	NIPSNAP1	nipsnap homolog 1 (C. elegans)
204924_at	2.72e-05	4.29e-07	-5.944083	6.274771	-2.4923956	TLR2	toll like receptor 2
202731_at	2.75e-05	4.36e-07	5.939691	6.260496	1.0644146	MIR4680///PDCD4	microRNA 4680///programmed cell death 4 (neoplastic transformation inhibitor)
215711_s_at	2.79e-05	4.43e-07	5.934957	6.245105	1.3093973	WEE1	WEE1 G2 checkpoint kinase
221268_s_at	2.79e-05	4.45e-07	5.933381	6.239983	1.238109	SGPP1	sphingosine-1-phosphate phosphatase 1
201682_at	2.82e-05	4.51e-07	5.92949	6.227338	0.7445842	PMPCB	peptidase, mitochondrial processing beta subunit
206050_s_at	2.85e-05	4.57e-07	-5.925676	6.21494	-1.1983433	RNH1	ribonuclease/angiogenin inhibitor 1
213093_at	2.85e-05	4.58e-07	-5.924588	6.211404	-1.3649962	PRKCA	protein kinase C alpha
213893_x_at	2.86e-05	4.60e-07	5.923364	6.207425	0.9053939	PMS2P9///PMS2P5	PMS1 homolog 2, mismatch repair system component pseudogene 9///PMS1 homolog 2, mismatch repair system component pseudogene 5
218111_s_at	2.90e-05	4.69e-07	5.91762	6.188761	0.7357717	CMAS	cytidine monophosphate N-acetylneuraminic acid synthetase
212954_at	2.90e-05	4.70e-07	5.916911	6.186456	0.7043377	DYRK4	dual specificity tyrosine phosphorylation regulated kinase 4
206148_at	2.90e-05	4.71e-07	-5.916429	6.184888	-1.0454433	IL3RA	interleukin 3 receptor subunit alpha
205227_at	2.90e-05	4.72e-07	-5.915891	6.183142	-1.1777152	IL1RAP	interleukin 1 receptor accessory protein
210988_s_at	2.92e-05	4.77e-07	5.912919	6.173481	1.2093726	PRUNE1	prune exopolyphosphatase
90265_at	2.92e-05	4.79e-07	-5.911581	6.169135	-1.2201104	ADAP1	ArfGAP with dual PH domains 1
201479_at	2.96e-05	4.86e-07	5.907345	6.15537	1.1101891	MIR664B///SNORA56///DKC1	microRNA 664b///small nucleolar RNA, H/ACA box 56///dyskerin pseudouridine synthase 1
202382_s_at	2.97e-05	4.89e-07	-5.905203	6.148412	-1.4917789	GNPDA1	glucosamine-6-phosphate deaminase 1
217513_at	3.01e-05	4.98e-07	-5.899974	6.131421	-1.6999692	MILR1	mast cell immunoglobulin like receptor 1
218217_at	3.09e-05	5.14e-07	-5.890591	6.10094	-2.9774987	SCPEP1	serine carboxypeptidase 1
208270_s_at	3.09e-05	5.14e-07	-5.890351	6.10016	-1.0831748	RNPEP	arginyl aminopeptidase
208328_s_at	3.09e-05	5.15e-07	-5.889766	6.098259	-0.613113	MEF2A	myocyte enhancer factor 2A
208921_s_at	3.09e-05	5.15e-07	5.889612	6.097759	0.8308171	SRI	sorcin
205260_s_at	3.09e-05	5.18e-07	5.888416	6.093874	1.5401587	ACYP1	acylphosphatase 1
208833_s_at	3.09e-05	5.19e-07	5.887644	6.091364	0.7097177	ATXN10	ataxin 10
204249_s_at	3.09e-05	5.20e-07	5.886801	6.088627	0.8907632	LMO2	LIM domain only 2
203833_s_at	3.13e-05	5.31e-07	-5.880733	6.068917	-1.1827272	TGOLN2	trans-golgi network protein 2
218923_at	3.13e-05	5.31e-07	-5.880654	6.068659	-1.0453293	CTBS	chitobiase
210986_s_at	3.13e-05	5.32e-07	5.880337	6.067631	2.5121767	TPM1	tropomyosin 1 (alpha)
201994_at	3.18e-05	5.41e-07	5.875447	6.05175	0.5875731	MORF4L2	mortality factor 4 like 2
210845_s_at	3.18e-05	5.42e-07	-5.87445	6.04851	-2.3805284	PLAUR	plasminogen activator, urokinase receptor
218363_at	3.24e-05	5.54e-07	5.868001	6.027569	0.6061668	EXD2	exonuclease 3'-5' domain containing 2
212082_s_at	3.44e-05	5.90e-07	-5.84933	5.966944	-0.5815417	MYL6	myosin light chain 6
205413_at	3.49e-05	6.01e-07	5.843893	5.949292	1.3641764	MPPED2	metallophosphoesterase domain containing 2
213798_s_at	3.49e-05	6.02e-07	-5.843238	5.947167	-1.051214	CAP1	adenylate cyclase associated protein 1
221080_s_at	3.57e-05	6.18e-07	-5.835396	5.92171	-0.8531008	DENND1C	DENN domain containing 1C
209440_at	3.57e-05	6.19e-07	5.835242	5.921212	1.082238	PRPS1	phosphoribosyl pyrophosphate synthetase 1
219798_s_at	3.64e-05	6.32e-07	5.828794	5.900283	0.9278132	MEPCE	methylphosphate capping enzyme
204446_s_at	3.68e-05	6.40e-07	-5.825005	5.887986	-3.0952654	ALOX5	arachidonate 5-lipoxygenase
221477_s_at	3.73e-05	6.51e-07	5.820061	5.871943	1.4250294	LOC100129518///SOD2	uncharacterized LOC100129518///superoxide dismutase 2, mitochondrial
201368_at	3.89e-05	6.81e-07	5.806454	5.827794	1.034504	ZFP36L2	ZFP36 ring finger protein like 2
216693_x_at	3.93e-05	6.90e-07	5.802725	5.815697	1.6209737	HDGFRP3	hepatoma-derived growth factor, related protein 3
212905_at	3.95e-05	6.96e-07	5.800231	5.807607	2.007736	CSTF2T	cleavage stimulation factor subunit 2, tau variant
212979_s_at	3.99e-05	7.03e-07	5.79695	5.796964	1.1826308	LOC100294033///TCAF1	protein FAM115A-like///TRPM8 channel associated factor 1
204172_at	4.16e-05	7.35e-07	5.783884	5.754587	1.3221628	CPOX	coproporphyrinogen oxidase
205640_at	4.19e-05	7.43e-07	-5.780506	5.743633	-1.3327385	ALDH3B1	aldehyde dehydrogenase 3 family member B1
203613_s_at	4.20e-05	7.46e-07	5.779274	5.739637	0.8027383	NDUFB6	NADH:ubiquinone oxidoreductase subunit B6
201313_at	4.20e-05	7.49e-07	5.77834	5.73661	1.3170098	ENO2	enolase 2
219681_s_at	4.28e-05	7.64e-07	-5.772234	5.716812	-2.2222439	RAB11FIP1	RAB11 family interacting protein 1
217794_at	4.32e-05	7.74e-07	-5.76845	5.704542	-0.5672571	PRR13	proline rich 13
209421_at	4.34e-05	7.79e-07	5.766487	5.698178	1.7056509	MSH2	mutS homolog 2
208885_at	4.44e-05	7.99e-07	-5.759098	5.674227	-1.0601705	LCP1	lymphocyte cytosolic protein 1
202703_at	4.45e-05	8.03e-07	5.75759	5.669338	0.7362993	DUSP11	dual specificity phosphatase 11
204521_at	4.49e-05	8.12e-07	5.754246	5.658499	1.7222733	FAM216A	family with sequence similarity 216 member A
204004_at	4.49e-05	8.13e-07	5.753702	5.656738	2.5158349	PAWR	pro-apoptotic WT1 regulator
211725_s_at	4.49e-05	8.17e-07	-5.752364	5.6524	-1.0267612	BID	BH3 interacting domain death agonist
206655_s_at	4.49e-05	8.19e-07	5.75143	5.649371	2.7934893	SEPT5-GP1BB///SEPT5///GP1BB	SEPT5-GP1BB readthrough///septin 5///glycoprotein Ib platelet beta subunit
216733_s_at	4.49e-05	8.20e-07	5.751393	5.649251	1.7976108	GATM	glycine amidinotransferase
218924_s_at	4.59e-05	8.40e-07	-5.744119	5.625678	-1.3266809	CTBS	chitobiase
221855_at	4.59e-05	8.42e-07	5.743334	5.623136	0.4253361	SDHAF1	succinate dehydrogenase complex assembly factor 1
221619_s_at	4.61e-05	8.47e-07	-5.741423	5.616945	-0.6065825	MTCH1	mitochondrial carrier 1
202130_at	4.61e-05	8.50e-07	-5.740337	5.613424	-0.9163318	RIOK3	RIO kinase 3
219913_s_at	4.62e-05	8.57e-07	5.73791	5.605559	1.7351187	CRNKL1	crooked neck pre-mRNA splicing factor 1
208736_at	4.62e-05	8.57e-07	-5.737883	5.605472	-0.700004	ARPC3	actin related protein 2/3 complex subunit 3
215293_s_at	4.62e-05	8.58e-07	5.737821	5.605273	0.7086711	PGAP2	post-GPI attachment to proteins 2
200877_at	4.64e-05	8.64e-07	5.735728	5.598492	1.0157577	CCT4	chaperonin containing TCP1 subunit 4
217485_x_at	4.68e-05	8.73e-07	5.732486	5.587987	0.6821105	PMS2P1	PMS1 homolog 2, mismatch repair system component pseudogene 1
221606_s_at	4.72e-05	8.84e-07	5.728729	5.575816	1.5281011	HMGN5	high mobility group nucleosome binding domain 5
212892_at	4.75e-05	8.90e-07	5.726727	5.56933	1.0006478	ZNF282	zinc finger protein 282
201326_at	4.77e-05	8.96e-07	5.724651	5.562605	0.8713392	CCT6A	chaperonin containing TCP1 subunit 6A
218913_s_at	4.79e-05	9.02e-07	-5.722772	5.556519	-0.900755	GMIP	GEM interacting protein
206660_at	4.84e-05	9.15e-07	5.718578	5.542934	3.3884036	IGLL1	immunoglobulin lambda like polypeptide 1
213009_s_at	4.86e-05	9.20e-07	5.716911	5.537535	1.0881373	TRIM37	tripartite motif containing 37
204754_at	4.89e-05	9.27e-07	5.714456	5.529584	0.7937415	HLF	HLF, PAR bZIP transcription factor
209493_at	4.96e-05	9.43e-07	5.709464	5.513416	1.3802469	PDZD2	PDZ domain containing 2
206306_at	4.96e-05	9.46e-07	5.708694	5.510923	1.2619751	RYR3	ryanodine receptor 3
201411_s_at	4.99e-05	9.53e-07	-5.706214	5.502894	-1.2625959	PLEKHB2	pleckstrin homology domain containing B2
209339_at	5.01e-05	9.59e-07	5.704438	5.497144	0.7782705	SIAH2	siah E3 ubiquitin protein ligase 2
218997_at	5.03e-05	9.66e-07	5.702316	5.490271	0.4465859	POLR1E	RNA polymerase I subunit E
211367_s_at	5.24e-05	1.01e-06	-5.689235	5.447925	-1.8804304	CASP1	caspase 1
202236_s_at	5.24e-05	1.01e-06	5.688751	5.446357	1.9092733	SLC16A1	solute carrier family 16 member 1
219626_at	5.24e-05	1.01e-06	5.688134	5.44436	0.8216116	MAP7D3	MAP7 domain containing 3
200059_s_at	5.29e-05	1.03e-06	-5.684228	5.431718	-0.4493368	RHOA	ras homolog family member A
203789_s_at	5.31e-05	1.03e-06	5.682827	5.427183	1.2919142	SEMA3C	semaphorin 3C
201555_at	5.32e-05	1.04e-06	5.681378	5.422492	1.3018315	MCM3	minichromosome maintenance complex component 3
212328_at	5.37e-05	1.05e-06	5.677279	5.409227	1.6520509	LIMCH1	LIM and calponin homology domains 1
205882_x_at	5.37e-05	1.05e-06	-5.677	5.408324	-1.1459418	ADD3	adducin 3
203089_s_at	5.37e-05	1.05e-06	5.676357	5.406244	1.2693815	HTRA2	HtrA serine peptidase 2
216920_s_at	5.38e-05	1.06e-06	-5.675326	5.402909	-2.9743053	TARP///TRGV9///TRGC2	TCR gamma alternate reading frame protein///T cell receptor gamma variable 9///T cell receptor gamma constant 2
212037_at	5.39e-05	1.06e-06	5.674172	5.399173	1.4289999	PNN	pinin, desmosome associated protein
219118_at	5.44e-05	1.08e-06	5.66978	5.384961	1.3988014	FKBP11	FK506 binding protein 11
211004_s_at	5.44e-05	1.08e-06	-5.669774	5.384941	-0.8792626	ALDH3B1	aldehyde dehydrogenase 3 family member B1
215087_at	5.53e-05	1.10e-06	-5.664366	5.367447	-1.9420678	C15orf39	chromosome 15 open reading frame 39
212170_at	5.58e-05	1.11e-06	5.660663	5.355466	1.0814183	RBM12	RNA binding motif protein 12
212115_at	5.58e-05	1.11e-06	5.659755	5.35253	1.4403365	HN1L	hematological and neurological expressed 1 like
218210_at	5.58e-05	1.11e-06	5.659649	5.352184	0.8229936	FN3KRP	fructosamine 3 kinase related protein
221513_s_at	5.59e-05	1.12e-06	5.658257	5.347683	0.6968735	ALG11///UTP14A///UTP14C	ALG11, alpha-1,2-mannosyltransferase///UTP14A small subunit processome component///UTP14, small subunit processome component homolog C (S. cerevisiae)
201753_s_at	5.64e-05	1.13e-06	-5.65522	5.337858	-1.3527187	ADD3	adducin 3
218397_at	5.68e-05	1.14e-06	5.652549	5.329219	1.6337547	FANCL	Fanconi anemia complementation group L
218104_at	5.75e-05	1.16e-06	5.64751	5.312924	1.243093	TEX10	testis expressed 10
203987_at	5.75e-05	1.17e-06	5.646191	5.308659	1.7680682	FZD6	frizzled class receptor 6
210629_x_at	5.75e-05	1.17e-06	-5.64615	5.308524	-1.696516	LST1	leukocyte specific transcript 1
